source,item_id,title_id,title,creators,language,year,period,genre,subfield,biology_hits,subjects,volume_info,barcode,item_url,item_text_url,copyright_status,rights_statement,license_type,rights_holder
BHL,66910,25284,"Guide to the British fresh-water fishes exhibited in the Department of Zoology, British Museum (Natural History)","British Museum (Natural History). Department of Zoology.; Regan, C. Tate (Charles Tate), 1878-1943",ENG,1917,1910_1919,monograph_or_book,taxonomy_systematics,natural history;zoology,Catalogs and collections; Freshwater fishes; Great Britain,,guidetobritishfr00brituoft,https://www.biodiversitylibrary.org/item/66910,https://www.biodiversitylibrary.org/itemtext/66910,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,67040,25381,Guide to the galleries of reptiles and fishes in the Department of Zoology of the British Museum (Natural History),"British Museum (Natural History). Department of Zoology.; Günther, Albert C. L. G. (Albert Carl Ludwig Gotthilf), 1830-1914",ENG,1888,1880_1889,monograph_or_book,natural_history_ecology_behavior,natural history;zoology,Fishes; Reptiles,,guidetogalleries00brituoft,https://www.biodiversitylibrary.org/item/67040,https://www.biodiversitylibrary.org/itemtext/67040,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,51237,11516,Transactions of the Entomological Society of London,Royal Entomological Society of London,ENG,1912,1910_1919,journal_or_proceedings_volume,general_or_unknown,entomology,Entomology; Periodicals,1912,transactionsofen1912roya,https://www.biodiversitylibrary.org/item/51237,https://www.biodiversitylibrary.org/itemtext/51237,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,51239,11516,Transactions of the Entomological Society of London,Royal Entomological Society of London,ENG,1921,1920_1929,journal_or_proceedings_volume,general_or_unknown,entomology,Entomology; Periodicals,1921,transactionsofen1921roya,https://www.biodiversitylibrary.org/item/51239,https://www.biodiversitylibrary.org/itemtext/51239,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,51244,14766,The natural history of British fishes,"Hamilton, Robert, 1794-1868",ENG,1843,1830_1849,monograph_or_book,natural_history_ecology_behavior,natural history,"1769-1859; 1507-1566; Fishes; Great Britain; Humboldt, Alexander von,; Rondelet, Guillaume,",v.1 (1843),naturalhistoryof01hami,https://www.biodiversitylibrary.org/item/51244,https://www.biodiversitylibrary.org/itemtext/51244,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,51459,14891,"Forster's Catalogue of the animals of North America, or Faunula americana","Forster, Johann Reinhold, 1729-1798; Sclater, Philip Lutley, 1829-1913; Willughby Society.",ENG,1882,1880_1889,catalogue_list,taxonomy_systematics,animal;animals;zoology,North America; Zoology,,forsterscatalogu00fors,https://www.biodiversitylibrary.org/item/51459,https://www.biodiversitylibrary.org/itemtext/51459,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,51556,14945,"Dawn of life: being the history of the oldest known fossil remains, and their relation to geological time and to the development of the animal kingdom","Dawson, J. W., (John William), 1820-1899",ENG,1875,1870_1879,monograph_or_book,paleontology,animal;paleontology,Eozoon; Life; Pre-Cambrian; Origin; Paleontology,,dawnoflifebeingh00daws,https://www.biodiversitylibrary.org/item/51556,https://www.biodiversitylibrary.org/itemtext/51556,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,158983,77525,"Journals of William Brewster, 1871-1919 (inclusive)","Brewster, William, 1851-1919",ENG,1871,1870_1879,journal_or_proceedings_volume,general_or_unknown,ornithology,"1851-1919; Brewster, William,; Diaries; journals; Ornithologists; Ornithology",1896,JournalsWilliam00BrewG,https://www.biodiversitylibrary.org/item/158983,https://www.biodiversitylibrary.org/itemtext/158983,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,165210,87781,"A Cornish Fauna : being a compendium of the Natural History of the County, intended to form a companion to the Collection in the Museum of the Royal Institution of Cornwall. Part 1, the vertebrate animals and crustaceans","Couch, Jonathan, 1789-1870",ENG,1838,1830_1849,monograph_or_book,natural_history_ecology_behavior,animal;animals;fauna;natural history,,Pt.1 (1838),cornishfaunabein1183jona,https://www.biodiversitylibrary.org/item/165210,https://www.biodiversitylibrary.org/itemtext/165210,Public domain. The BHL considers that this work is no longer under copyright protection,,,
BHL,175484,97204,"American ornithology, or, The natural history of the birds of the United States : illustrated with plates engraved and colored from original drawings taken from nature","Wilson, Alexander, 1766-1813; Ord, George, 1781-1866; Lawson, Alexander, 1773-1846; Warnicke, John G.,1818; Murray, George,1822; Tanner, Benjamin, 1775-1848",ENG,1808,1800_1829,monograph_or_book,natural_history_ecology_behavior,natural history;ornithology,Birds; Pictorial works; United States,v.6 (1812),Americanornitho6Wils,https://www.biodiversitylibrary.org/item/175484,https://www.biodiversitylibrary.org/itemtext/175484,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,160880,77525,"Journals of William Brewster, 1871-1919 (inclusive)","Brewster, William, 1851-1919",ENG,1871,1870_1879,journal_or_proceedings_volume,general_or_unknown,ornithology,"1851-1919; Brewster, William,; Diaries; journals; Ornithologists; Ornithology",1907,JournalsWilliam00BrewS,https://www.biodiversitylibrary.org/item/160880,https://www.biodiversitylibrary.org/itemtext/160880,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,165547,88033,"Zoologia typica; or, Figures of new and rare animals and birds described in the proceedings, or exhibited in the collections of the Zoological Society of London","Fraser, Louis 1819-c. 1883; Zoological Society of London.",ENG,1849,1830_1849,journal_or_proceedings_volume,general_or_unknown,animal;animals;zoology,Birds; Mammals; Pictorial works; Zoology,Incomplete,ZoologiatypicaF00Fras,https://www.biodiversitylibrary.org/item/165547,https://www.biodiversitylibrary.org/itemtext/165547,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,175530,97204,"American ornithology, or, The natural history of the birds of the United States : illustrated with plates engraved and colored from original drawings taken from nature","Wilson, Alexander, 1766-1813; Ord, George, 1781-1866; Lawson, Alexander, 1773-1846; Warnicke, John G.,1818; Murray, George,1822; Tanner, Benjamin, 1775-1848",ENG,1808,1800_1829,monograph_or_book,natural_history_ecology_behavior,natural history;ornithology,Birds; Pictorial works; United States,v.1 (1808),Americanornitho1Wils,https://www.biodiversitylibrary.org/item/175530,https://www.biodiversitylibrary.org/itemtext/175530,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,175531,97204,"American ornithology, or, The natural history of the birds of the United States : illustrated with plates engraved and colored from original drawings taken from nature","Wilson, Alexander, 1766-1813; Ord, George, 1781-1866; Lawson, Alexander, 1773-1846; Warnicke, John G.,1818; Murray, George,1822; Tanner, Benjamin, 1775-1848",ENG,1808,1800_1829,monograph_or_book,natural_history_ecology_behavior,natural history;ornithology,Birds; Pictorial works; United States,v.4 (1811),Americanornitho4Wils,https://www.biodiversitylibrary.org/item/175531,https://www.biodiversitylibrary.org/itemtext/175531,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,180051,100754,"On the animal alkaloids : the ptomaïnes, leucomaïnes, and extractives in their pathological relations ...","Aitken, William, 1825-1892; Royal College of Physicians of Edinburgh.",ENG,1887,1880_1889,monograph_or_book,general_or_unknown,animal;animals,Alkaloids; Animals; Electronic books,,b21953193,https://www.biodiversitylibrary.org/item/180051,https://www.biodiversitylibrary.org/itemtext/180051,Not provided. Contact Holding Institution to verify copyright status.,"<a href=""http://creativecommons.org/publicdomain/mark/1.0/"" rel=""nofollow"">This work is available under the Creative Commons, Public Domain Mark</a>",,
BHL,180065,100761,Elements of the comparative anatomy of vertebrates,"Parker W. Newton (William Newton); Wiedersheim, Robert, 1848-1923; Royal College of Physicians of Edinburgh.",ENG,1886,1880_1889,monograph_or_book,comparative_anatomy_morphology,anatomy;comparative anatomy,"Anatomy, Comparative; Electronic books; Vertebrates",,b2172569x,https://www.biodiversitylibrary.org/item/180065,https://www.biodiversitylibrary.org/itemtext/180065,Not provided. Contact Holding Institution to verify copyright status.,"<a href=""http://creativecommons.org/publicdomain/mark/1.0/"" rel=""nofollow"">This work is available under the Creative Commons, Public Domain Mark</a>",,
BHL,180183,100797,"The Fauna of British India, including Ceylon and Burma","Boulenger, George Albert 1858-1937; Blanford, W. T. (William Thomas), 1832-1905; London School of Hygiene and Tropical Medicine.",ENG,1890,1890_1899,monograph_or_book,natural_history_ecology_behavior,fauna;zoology,Amphibians; Burma; Ceylon; Electronic books; India; Reptiles; Zoology,,b21352598_0001,https://www.biodiversitylibrary.org/item/180183,https://www.biodiversitylibrary.org/itemtext/180183,Not provided. Contact Holding Institution to verify copyright status.,"<a href=""http://creativecommons.org/publicdomain/mark/1.0/"" rel=""nofollow"">This work is available under the Creative Commons, Public Domain Mark</a>",,
BHL,180283,100814,Scientific papers and addresses,"Rolleston, George, 1829-1881; Turner, Wm., Sir, (William), 1832-1916; Tylor, Edward B. (Edward Burnett), 1832-1917; Royal College of Physicians of Edinburgh.",ENG,1884,1880_1889,popular_or_essay,general_or_unknown,zoology,"Electronic books; Great Britain - Antiquities; Rolleston, George, 1829-1881; Scientists - biography; Zoology",,b21974287_0001,https://www.biodiversitylibrary.org/item/180283,https://www.biodiversitylibrary.org/itemtext/180283,Not provided. Contact Holding Institution to verify copyright status.,"<a href=""http://creativecommons.org/publicdomain/mark/1.0/"" rel=""nofollow"">This work is available under the Creative Commons, Public Domain Mark</a>",,
BHL,180400,100745,"The Fauna of British India, including Ceylon and Burma","Blanford, W. T. (William Thomas), 1832-1905; Hampson, George Francis, 1860-1936; London School of Hygiene and Tropical Medicine.",ENG,1892,1890_1899,monograph_or_book,natural_history_ecology_behavior,entomology;fauna,Burma; Ceylon; Electronic books; Entomology; India; Moths,Moths - Vol. II,b21352604_0002,https://www.biodiversitylibrary.org/item/180400,https://www.biodiversitylibrary.org/itemtext/180400,Not provided. Contact Holding Institution to verify copyright status.,"<a href=""http://creativecommons.org/publicdomain/mark/1.0/"" rel=""nofollow"">This work is available under the Creative Commons, Public Domain Mark</a>",,
BHL,180402,100814,Scientific papers and addresses,"Rolleston, George, 1829-1881; Turner, Wm., Sir, (William), 1832-1916; Tylor, Edward B. (Edward Burnett), 1832-1917; Royal College of Physicians of Edinburgh.",ENG,1884,1880_1889,popular_or_essay,general_or_unknown,zoology,"Electronic books; Great Britain - Antiquities; Rolleston, George, 1829-1881; Scientists - biography; Zoology",,b21974287_0002,https://www.biodiversitylibrary.org/item/180402,https://www.biodiversitylibrary.org/itemtext/180402,Not provided. Contact Holding Institution to verify copyright status.,"<a href=""http://creativecommons.org/publicdomain/mark/1.0/"" rel=""nofollow"">This work is available under the Creative Commons, Public Domain Mark</a>",,
BHL,164136,16183,Proceedings of the Royal Physical Society of Edinburgh,Royal Physical Society of Edinburgh.,ENG,1867,1860_1869,journal_or_proceedings_volume,natural_history_ecology_behavior,natural history;zoology,Natural history; Periodicals; Zoology; Science,v.3 (1867),proceedingsofroy3186roya,https://www.biodiversitylibrary.org/item/164136,https://www.biodiversitylibrary.org/itemtext/164136,Public domain. The BHL considers that this work is no longer under copyright protection,,,
BHL,179165,100075,Researches in embryology. (First series),"Barry, Martin, 1802-1855; Royal College of Physicians of Edinburgh.",ENG,1839,1830_1849,monograph_or_book,embryology_development,embryology,Electronic books; Embryology,,b21972138,https://www.biodiversitylibrary.org/item/179165,https://www.biodiversitylibrary.org/itemtext/179165,Not provided. Contact Holding Institution to verify copyright status.,"<a href=""http://creativecommons.org/publicdomain/mark/1.0/"" rel=""nofollow"">This work is available under the Creative Commons, Public Domain Mark</a>",,
BHL,179336,100224,Observations in reply to T. Wharton Jones's strictures,"Barry, Martin, 1802-1855; Royal College of Physicians of Edinburgh.",ENG,1839,1830_1849,monograph_or_book,embryology_development,embryology,"Embryology; Electronic books; Jones, Thomas Wharton, 1808-1891",,b21945822,https://www.biodiversitylibrary.org/item/179336,https://www.biodiversitylibrary.org/itemtext/179336,Not provided. Contact Holding Institution to verify copyright status.,"<a href=""http://creativecommons.org/publicdomain/mark/1.0/"" rel=""nofollow"">This work is available under the Creative Commons, Public Domain Mark</a>",,
BHL,163356,86404,Seventeen skeletons of Moropus; probable habits of this animal,"Osborn, Henry Fairfield, 1857-1935",ENG,1919,1910_1919,monograph_or_book,natural_history_ecology_behavior,animal,,,seventeenskeleto00osbo,https://www.biodiversitylibrary.org/item/163356,https://www.biodiversitylibrary.org/itemtext/163356,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,164135,16183,Proceedings of the Royal Physical Society of Edinburgh,Royal Physical Society of Edinburgh.,ENG,1863,1860_1869,journal_or_proceedings_volume,natural_history_ecology_behavior,natural history;zoology,Natural history; Periodicals; Zoology; Science,v.2 (1863),proceedingsofroy2186roya,https://www.biodiversitylibrary.org/item/164135,https://www.biodiversitylibrary.org/itemtext/164135,Public domain. The BHL considers that this work is no longer under copyright protection,,,
BHL,164149,87000,British ornithology : being the history with a coloured representation of every known species of British birds,"Graves, George, 1754-1839; Howitt, Samuel, 1765?-1822; Edwards, Sydenham, 1768-1819",ENG,1811,1800_1829,monograph_or_book,taxonomy_systematics,ornithology,Birds; Great Britain,v.1 (1811),Britishornithol1Grav,https://www.biodiversitylibrary.org/item/164149,https://www.biodiversitylibrary.org/itemtext/164149,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,162834,85000,Notebooks of William Brewster,"Brewster, William, 1851-1919",ENG,1883,1880_1889,monograph_or_book,general_or_unknown,ornithology,"1851-1919; Brewster, William,; Ornithology; Notebooks; Notebooks, sketchbooks, etc; Ornithologists",9,NotebooksWillia9Brew,https://www.biodiversitylibrary.org/item/162834,https://www.biodiversitylibrary.org/itemtext/162834,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,163197,86332,The stratigraphic and faunal relations of the Waldron fauna in southern Indiana,"Kindle, E. M. (Edward Martin), 1869-1940; Barnett, Victor H.",ENG,1909,1900_1909,monograph_or_book,paleontology,fauna;paleontology;zoology,"Indiana; Invertebrates, Fossil; Paleontology; Zoology",,stratigraphicfau00kind,https://www.biodiversitylibrary.org/item/163197,https://www.biodiversitylibrary.org/itemtext/163197,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,163276,86358,Sperm formation in the domestic animals with consideration of the sterility and fertility in mules,"Goldsmith, William Marion, 1888-",ENG,1917,1910_1919,monograph_or_book,general_or_unknown,animal;animals,,,spermformationin00gold,https://www.biodiversitylibrary.org/item/163276,https://www.biodiversitylibrary.org/itemtext/163276,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,178326,99387,Descriptive catalogue of the teratological series in the Museum of the Royal College of Surgeons of England,Royal College of Surgeons of England. Museum.; University of Glasgow. Library.,ENG,1893,1890_1899,catalogue_list,taxonomy_systematics,animal;animals,"Abnormalities, Human; Abnormalities; Animals; Electronic books",,b21462902,https://www.biodiversitylibrary.org/item/178326,https://www.biodiversitylibrary.org/itemtext/178326,Not provided. Contact Holding Institution to verify copyright status.,"<a href=""http://creativecommons.org/publicdomain/mark/1.0/"" rel=""nofollow"">This work is available under the Creative Commons, Public Domain Mark</a>",,
BHL,162045,48540,North American fauna,U.S. Fish and Wildlife Service; United States. Bureau of Biological Survey.; United States. Bureau of Sport Fisheries and Wildlife.; United States. Division of Biological Survey.; United States. Division of Ornithology and Mammalogy.,ENG,1991,1950_plus,monograph_or_book,natural_history_ecology_behavior,animal;animals;fauna,Animals; North America; Periodicals,no.76 (1991),northamericanfa761991unit,https://www.biodiversitylibrary.org/item/162045,https://www.biodiversitylibrary.org/itemtext/162045,Public domain.. The BHL considers that this work is no longer under copyright protection.,,,
BHL,172892,95127,Illustrations of Indian zoology; chiefly selected from the collection of Major-General Hardwicke ...,"Gray, John Edward 1800-1875; Hardwicke, Thomas, 1756-1835; Hawkins, B. Waterhouse (Benjamin Waterhouse), 1807-1889",ENG,1830,1830_1849,monograph_or_book,taxonomy_systematics,zoology,India; Pictorial works; Zoology,v.1 (1830-1832),IllustrationsIn1Gray,https://www.biodiversitylibrary.org/item/172892,https://www.biodiversitylibrary.org/itemtext/172892,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,161293,84784,Gleanings from the menagerie and aviary at Knowsley Hall,"Gray, John Edward 1800-1875; Lear, Edward, 1812-1888; Hawkins, B. Waterhouse (Benjamin Waterhouse), 1807-1889",ENG,1846,1830_1849,monograph_or_book,general_or_unknown,zoology,Pictorial works; Ruminants; Zoology,v.1 (1846),Gleaningsfrommev1Gray,https://www.biodiversitylibrary.org/item/161293,https://www.biodiversitylibrary.org/itemtext/161293,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,161384,14781,Revue méthodique et critique des collections déposées dans cet établissement,Rijksmuseum van Natuurlijke Historie te Leiden.,ENG,1863,1860_1869,monograph_or_book,natural_history_ecology_behavior,natural history;zoology,Natural history; Netherlands; Periodicals; Zoology; Zoological museums,t.5 (1863-1865),revuemethodiquee5186rijk,https://www.biodiversitylibrary.org/item/161384,https://www.biodiversitylibrary.org/itemtext/161384,Public domain. The BHL considers that this item is no longer under copyright protection.,,,
BHL,161662,85000,Notebooks of William Brewster,"Brewster, William, 1851-1919",ENG,1883,1880_1889,monograph_or_book,general_or_unknown,ornithology,"1851-1919; Brewster, William,; Ornithology; Notebooks; Notebooks, sketchbooks, etc; Ornithologists",3,NotebooksWillia3Brew,https://www.biodiversitylibrary.org/item/161662,https://www.biodiversitylibrary.org/itemtext/161662,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,52433,15354,Catalogue of the Halcyonidæ in the collection of the Academy of Natural Sciences of Philadelphia,"Cassin, John, 1813-1869",ENG,1852,1850_1859,catalogue_list,taxonomy_systematics,zoology,Halcyones; Zoology,,catalogueofhalcy00cass,https://www.biodiversitylibrary.org/item/52433,https://www.biodiversitylibrary.org/itemtext/52433,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,52623,15455,"Hortus Gramineus Woburnensis; or, An account of the results of experiments on the produce and nutritive qualities of different grasses, &c. &c., used as the food of the more valuable domestic animals; instituted by John, Duke of Bedford","Sinclair, George, 1786-1834",ENG,1869,1860_1869,monograph_or_book,general_or_unknown,animal;animals,Forage plants; Gramineae; Woburn Abbey,,hortusgramineu1869sinc,https://www.biodiversitylibrary.org/item/52623,https://www.biodiversitylibrary.org/itemtext/52623,Public domain. The BHL considers that this work is no longer under copyright protection.,https://www.biodiversitylibrary.org/permissions/,,
BHL,57405,17985,"Catalogue of the fossil Bryozoa in the Department of geology, British museum (Nautral history) The Jurassic Bryozoa","British Museum (Natural History). Department of Geology.; Gregory, John Walter 1864-1932; Woodward, G. M. (Gertrude Mary), 1854-1939",ENG,1896,1890_1899,catalogue_list,taxonomy_systematics,paleontology,"Bryozoa, Fossil; Jurassic; Paleontology",,catalogueoffossi00britrich,https://www.biodiversitylibrary.org/item/57405,https://www.biodiversitylibrary.org/itemtext/57405,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,57772,14923,Natural history,"British National Antarctic Expedition (1901-1904); Bell, F. J. (Francis Jeffrey), 1855-1924; Fletcher, L. Sir, (Lazarus), 1854-1921; Fletcher, L. 1854-1921; British Museum (Natural History)",ENG,1910,1910_1919,monograph_or_book,natural_history_ecology_behavior,natural history;zoology,Antarctica; Botany; Geology; Zoology,v.5 (1910),naturalhistoryvo05britrich,https://www.biodiversitylibrary.org/item/57772,https://www.biodiversitylibrary.org/itemtext/57772,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,69475,27080,"Zoological results based on material from New Britain, New Guinea, Loyalty Islands and elsewhere, collected during the years 1895, 1896, and 1897","Willey, Arthur, 1867-1942",ENG,1900,1900_1909,monograph_or_book,general_or_unknown,zoology,Bismark Archipelago; Loyalty Islands; New Guinea; Zoology,pt. 4-6 (1900-1902),zoologicalresult04willuoft,https://www.biodiversitylibrary.org/item/69475,https://www.biodiversitylibrary.org/itemtext/69475,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,80972,16355,The Emu : official organ of the Australasian Ornithologists' Union,Australasian Ornithologists' Union.; Birds Australia.; Royal Australasian Ornithologists' Union.; CSIRO Publishing,ENG,1917,1910_1919,monograph_or_book,comparative_anatomy_morphology,ornithology,"Australasia; Australia; Birds; Ornithological research; Ornithology; Periodicals; Societies, etc",v.16 (1916:Jul.-1917:Apr.),emuofficialorgan16191617roya,https://www.biodiversitylibrary.org/item/80972,https://www.biodiversitylibrary.org/itemtext/80972,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,53055,15692,Report of work of the Experiment Station of the Hawaiian Sugar Planters' Association. Division of Entomology bulletin,Hawaiian Sugar Planters' Association. Experiment Station; Hawaiian Sugar Planters' Association. Division of Entomology.,ENG,1909,1900_1909,journal_or_proceedings_volume,general_or_unknown,entomology,Entomology,no.6-12 (1909-1913),reportofworkofex612190913hawa,https://www.biodiversitylibrary.org/item/53055,https://www.biodiversitylibrary.org/itemtext/53055,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,57406,17986,Catalogue of the genera and subgenera of birds contained in the British Museum,"British Museum (Natural History). Department of Zoology.; Gray, George Robert, 1808-1872",ENG,1855,1850_1859,catalogue_list,taxonomy_systematics,classification,Birds; Classification,,catalogueofgener00britrich,https://www.biodiversitylibrary.org/item/57406,https://www.biodiversitylibrary.org/itemtext/57406,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,57770,14923,Natural history,"British National Antarctic Expedition (1901-1904); Bell, F. J. (Francis Jeffrey), 1855-1924; Fletcher, L. Sir, (Lazarus), 1854-1921; Fletcher, L. 1854-1921; British Museum (Natural History)",ENG,1907,1900_1909,monograph_or_book,natural_history_ecology_behavior,natural history;zoology,Antarctica; Botany; Geology; Zoology,v.3 (1907),naturalhistoryvo03britrich,https://www.biodiversitylibrary.org/item/57770,https://www.biodiversitylibrary.org/itemtext/57770,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,180353,100871,"On the animal alkaloids : the ptomaïnes, leucomaïnes, and extractives in their pathological relations","Aitken, William, 1825-1892; Royal College of Physicians of Edinburgh.",ENG,1889,1880_1889,monograph_or_book,general_or_unknown,animal;animals,Alkaloids; Animals; Electronic books,,b21953181,https://www.biodiversitylibrary.org/item/180353,https://www.biodiversitylibrary.org/itemtext/180353,Not provided. Contact Holding Institution to verify copyright status.,"<a href=""http://creativecommons.org/publicdomain/mark/1.0/"" rel=""nofollow"">This work is available under the Creative Commons, Public Domain Mark</a>",,
BHL,179547,100403,A monograph on the British fossil reptilia of the Mesozoic formations,"Owen, Richard, 1804-1892; Palaeontographical Society (Great Britain)",ENG,1874,1870_1879,monograph_or_book,paleontology,paleontology,"Electronic books; Paleontology; Reptiles, Fossil",,b2178081x_0003,https://www.biodiversitylibrary.org/item/179547,https://www.biodiversitylibrary.org/itemtext/179547,Not provided. Contact Holding Institution to verify copyright status.,"<a href=""http://creativecommons.org/publicdomain/mark/1.0/"" rel=""nofollow"">This work is available under the Creative Commons, Public Domain Mark</a>",,
BHL,180022,100738,"The Fauna of British India, including Ceylon and Burma","Bingham, C. T. (Charles Thomas), 1848-1908; Blanford, W. T. (William Thomas), 1832-1905; Marshall, Guy Anstruther Knox 1871-1959; Morley, Claude 1874-1951; Shipley, A. E. Sir, (Arthur Everett), 1861-1927; London School of Hygiene and Tropical Medicine.",ENG,1897,1890_1899,monograph_or_book,natural_history_ecology_behavior,entomology;fauna,Bees; Ants; Burma; Ceylon; Cuckoo wasps; Entomology; Electronic books; Ichneumon flies; India; Wasps,,b21352616_0001,https://www.biodiversitylibrary.org/item/180022,https://www.biodiversitylibrary.org/itemtext/180022,Not provided. Contact Holding Institution to verify copyright status.,"<a href=""http://creativecommons.org/publicdomain/mark/1.0/"" rel=""nofollow"">This work is available under the Creative Commons, Public Domain Mark</a>",,
BHL,164935,57368,Concealing-coloration in the animal kingdom; an exposition of the laws of disguise through color and pattern: being a summary of Abbott H. Thayer's discoveries,"Thayer, Gerald Handerson, 1883-1939; Thayer, Abbott Handerson, 1849-1921",ENG,1909,1900_1909,monograph_or_book,general_or_unknown,animal;animals;biology,Animals; Camouflage (Biology); Color,,Concealingcolor00Thay,https://www.biodiversitylibrary.org/item/164935,https://www.biodiversitylibrary.org/itemtext/164935,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,180171,100793,Zoology,"Packard, A. S. (Alpheus Spring), 1839-1905",ENG,1894,1890_1899,monograph_or_book,general_or_unknown,zoology,Zoology,,zoology00pack,https://www.biodiversitylibrary.org/item/180171,https://www.biodiversitylibrary.org/itemtext/180171,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,165211,87782,"A Cornish Fauna : being a compendium of the Natural History of the County, intended to form a companion to the Collection in the Museum of the Royal Institution of Cornwall. Part 2, The Testaceous Mollusks, Appendix. Report on the Zoology of the County of Cornwall","Couch, Jonathan, 1789-1870",ENG,1841,1830_1849,monograph_or_book,natural_history_ecology_behavior,fauna;natural history;zoology,,Pt. 2 (1841),cornishfaunabein2184jona,https://www.biodiversitylibrary.org/item/165211,https://www.biodiversitylibrary.org/itemtext/165211,Public domain. The BHL considers that this work is no longer under copyright protection,,,
BHL,178968,99946,A history of the British hydroid zoophytes,"Hincks, Thomas, 1818-1899; Royal College of Physicians of Edinburgh.",ENG,1868,1860_1869,monograph_or_book,natural_history_ecology_behavior,fauna,Electronic books; Hydromedusae; Marine fauna - Great Britain,,b21910467_0001,https://www.biodiversitylibrary.org/item/178968,https://www.biodiversitylibrary.org/itemtext/178968,Not provided. Contact Holding Institution to verify copyright status.,"<a href=""http://creativecommons.org/publicdomain/mark/1.0/"" rel=""nofollow"">This work is available under the Creative Commons, Public Domain Mark</a>",,
BHL,177274,98554,"Fasciculi Malayenses : anthropological and zoological results of an expedition to Perak and the Siamese Malay states, 1901-1902","Annandale, Nelson, 1876-1924; Robinson, Herbert C. (Herbert Christopher) 1874-1929",ENG,1903,1900_1909,monograph_or_book,natural_history_ecology_behavior,natural history;zoology,Anthropology; Description and travel; Malay Peninsula; Natural history; Zoology,"Zoology, pt.3",fasciculimalayen03anna,https://www.biodiversitylibrary.org/item/177274,https://www.biodiversitylibrary.org/itemtext/177274,Public domain. The BHL considers that this work is no longer under copyright protection,,,
BHL,177775,46639,Bulletin of the British Ornithologists' Club,British Ornithologists' Club.,ENG,1913,1910_1919,journal_or_proceedings_volume,general_or_unknown,ornithology,Birds; Periodicals; Ornithologie; Ornithology - Periodicals,v.31 (1913),bulletinofbritis3119brit,https://www.biodiversitylibrary.org/item/177775,https://www.biodiversitylibrary.org/itemtext/177775,Public domain. The BHL considers that this work is no longer under copyright protection,,,
BHL,163284,86364,A contribution to the morphology of the Medulla oblongata of the rabbit,"Dexter, Franklin, 1857-1927",ENG,1896,1890_1899,monograph_or_book,comparative_anatomy_morphology,morphology,,,contributiontomo00dext,https://www.biodiversitylibrary.org/item/163284,https://www.biodiversitylibrary.org/itemtext/163284,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,163334,48540,North American fauna,U.S. Fish and Wildlife Service; United States. Bureau of Biological Survey.; United States. Bureau of Sport Fisheries and Wildlife.; United States. Division of Biological Survey.; United States. Division of Ornithology and Mammalogy.,ENG,1895,1890_1899,monograph_or_book,natural_history_ecology_behavior,animal;animals;fauna,Animals; North America; Periodicals,no.10-14 (1895-1899),northamer101418951899unit,https://www.biodiversitylibrary.org/item/163334,https://www.biodiversitylibrary.org/itemtext/163334,Public domain.. The BHL considers that this work is no longer under copyright protection.,,,
