source,item_id,title_id,title,creators,language,year,period,genre,subfield,biology_hits,subjects,volume_info,barcode,item_url,item_text_url,copyright_status,rights_statement,license_type,rights_holder
BHL,196084,112297,"Observations on the inhabitants, climate, soil, rivers, productions, animals, and other matters worthy of notice, made by Mr. John Bartram, in his travels from Pensilvania to Onondago, Oswego, and the lake Ontario, in Canada ; to which is annex'd, a curious account of the cataracts at Niagara, by Mr. Peter Kalm, a Swedish gentleman who travelled there","Bartram, John, 1699-1777",ENG,1751,1750_1799,monograph_or_book,natural_history_ecology_behavior,animal;animals,5.083(74); Description and travel; Indians of North America; Niagara Falls (N.Y. and Ont.); Iroquois Indians; New York (State); Pennsylvania,,Observationsoni00Bart,https://www.biodiversitylibrary.org/item/196084,https://www.biodiversitylibrary.org/itemtext/196084,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,196427,112457,"Catalogue of the fossil Foraminifera in the collection of the British Museum (Natural History) Cromwell Road, S.W","British Museum (Natural History). Department of Geology. [Protozoa]; Jones, T. Rupert (Thomas Rupert), 1819-1911",ENG,1882,1880_1889,catalogue_list,taxonomy_systematics,natural history,"Catalogues and collections; Foraminifera, Fossil",(1882),catalogueoffossi1882brit,https://www.biodiversitylibrary.org/item/196427,https://www.biodiversitylibrary.org/itemtext/196427,Public domain. The BHL considers that this work is no longer under copyright protection,,,
BHL,181652,101823,Text-book of the embryology of man and mammals,"Hertwig, Oscar, 1849-1922; Mark, E. L. (Edward Laurens), 1847-1946; University of Leeds. Library.",ENG,1892,1890_1899,textbook_manual,embryology_development,embryology,Electronic books; Embryology; Mammals,,b21505731,https://www.biodiversitylibrary.org/item/181652,https://www.biodiversitylibrary.org/itemtext/181652,Not provided. Contact Holding Institution to verify copyright status.,"<a href=""http://creativecommons.org/publicdomain/mark/1.0/"" rel=""nofollow"">This work is available under the Creative Commons, Public Domain Mark</a>",,
BHL,181774,101913,A new theory of the flight of birds,"Davidson, Richard Oglesby.",ENG,1858,1850_1859,monograph_or_book,physiology,physiology,Birds; Flight; physiology,,newtheoryoffligh00davi,https://www.biodiversitylibrary.org/item/181774,https://www.biodiversitylibrary.org/itemtext/181774,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,181822,101948,Plates to Selby's Illustrations of British ornithology,"Selby, Prideaux John, 1788-1867; Lizars, W. H. 1788-1859",ENG,1819,1800_1829,monograph_or_book,general_or_unknown,ornithology,"1788-1867; Birds; Great Britain; Illustrations of British ornithology; Selby, Prideaux John,; Pictorial works",v.1-2,PlatesSelbyquotv12cSelb,https://www.biodiversitylibrary.org/item/181822,https://www.biodiversitylibrary.org/itemtext/181822,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,181922,53522,Monograph of the Palaeontographical Society,Palaeontographical Society (Great Britain),ENG,1892,1890_1899,monograph_or_book,taxonomy_systematics,paleontology,Great Britain; Paleontology,v.45=[no.216] (1892),palaeontographi4521pala_0,https://www.biodiversitylibrary.org/item/181922,https://www.biodiversitylibrary.org/itemtext/181922,Public domain. The BHL considers that this work is no longer under copyright protection,,,
BHL,181953,101985,Sea monsters unmasked,"Lee, Henry, M.D., 1817-1898; International Fisheries Exhibition ( London, England) 1883-",ENG,1883,1880_1889,monograph_or_book,general_or_unknown,animal;animals,"Animals, Legends and stories of; Cephalopoda; Sea monsters",,seamonstersunmas00leeh,https://www.biodiversitylibrary.org/item/181953,https://www.biodiversitylibrary.org/itemtext/181953,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,186849,105637,"Catalogue of the specimens illustrating the osteology and dentition of vertebrated animals, recent and extinct, contained in the museum of the Royal College of Surgeons of England","Flower, William Henry, 1831-1899; Garson, J. G. (John George); Royal College of Surgeons of England. Museum.; Royal College of Physicians of London.",ENG,1879,1870_1879,catalogue_list,taxonomy_systematics,animal;animals,Bones; Catalogues; Electronic books; Mammals; London (England); Medical Museums; Skeleton; Teeth,pt.1 (1879),b24758073_0001,https://www.biodiversitylibrary.org/item/186849,https://www.biodiversitylibrary.org/itemtext/186849,Not provided. Contact Holding Institution to verify copyright status.,"<a href=""http://creativecommons.org/publicdomain/mark/1.0/"" rel=""nofollow"">This work is available under the Creative Commons, Public Domain Mark</a>",,
BHL,195638,111957,The Insect pest survey bulletin,United States. Bureau of Entomology.; United States. Bureau of Entomology and Plant Quarantine.,ENG,1941,1940_1949,journal_or_proceedings_volume,general_or_unknown,entomology,Entomology; Insect pests; Periodicals,v.21:no.9:suppl.(1941:Nov.10),insectpestsurve2191wash_1,https://www.biodiversitylibrary.org/item/195638,https://www.biodiversitylibrary.org/itemtext/195638,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,195639,111957,The Insect pest survey bulletin,United States. Bureau of Entomology.; United States. Bureau of Entomology and Plant Quarantine.,ENG,1941,1940_1949,journal_or_proceedings_volume,general_or_unknown,entomology,Entomology; Insect pests; Periodicals,v.21:no.6:suppl.(1941:Aug.15),insectpestsurve2161wash_0,https://www.biodiversitylibrary.org/item/195639,https://www.biodiversitylibrary.org/itemtext/195639,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,195651,111957,The Insect pest survey bulletin,United States. Bureau of Entomology.; United States. Bureau of Entomology and Plant Quarantine.,ENG,1942,1940_1949,journal_or_proceedings_volume,general_or_unknown,entomology,Entomology; Insect pests; Periodicals,v.22:no.3:suppl.(1942:June 01),insectpestsurve2231wash_0,https://www.biodiversitylibrary.org/item/195651,https://www.biodiversitylibrary.org/itemtext/195651,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,195660,111957,The Insect pest survey bulletin,United States. Bureau of Entomology.; United States. Bureau of Entomology and Plant Quarantine.,ENG,1942,1940_1949,journal_or_proceedings_volume,general_or_unknown,entomology,Entomology; Insect pests; Periodicals,v.22:no.3:suppl.(1942:June 10),insectpestsurve2231wash_1,https://www.biodiversitylibrary.org/item/195660,https://www.biodiversitylibrary.org/itemtext/195660,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,181613,101795,[African scenery and animals],"Daniell, Samuel, 1775-1811; Daniell, William, 1769-1837",ENG,1804,1800_1829,monograph_or_book,natural_history_ecology_behavior,animal;animals;natural history;zoology,"Africa, Southern; Natural history; Pictorial works; Zoology",,Africanscenerya00Dani,https://www.biodiversitylibrary.org/item/181613,https://www.biodiversitylibrary.org/itemtext/181613,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,181728,101877,The rat: its history & destructive character,"Rodwell, James.",ENG,1858,1850_1859,monograph_or_book,general_or_unknown,animal;animals,"Animals, Legends and stories of; Rats",,ratitshistorydes00rodw,https://www.biodiversitylibrary.org/item/181728,https://www.biodiversitylibrary.org/itemtext/181728,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,186453,105383,Descriptive and illustrated catalogue of the fossil organic remains of mammalia and aves contained in the museum of the Royal College of Surgeons of England,"Royal College of Surgeons of England. Museum.; Owen, Richard, 1804-1892; Royal College of Physicians of London.",ENG,1845,1830_1849,catalogue_list,taxonomy_systematics,palaeontology,Birds; Catalogues; Electronic books; England; London; Medical Museums; Mammals; Palaeontology,2,b24758097_0002,https://www.biodiversitylibrary.org/item/186453,https://www.biodiversitylibrary.org/itemtext/186453,Not provided. Contact Holding Institution to verify copyright status.,"<a href=""http://creativecommons.org/publicdomain/mark/1.0/"" rel=""nofollow"">This work is available under the Creative Commons, Public Domain Mark</a>",,
BHL,281460,79941,The Naturalist's Miscellany,"Shaw, George 1751-1813; Nodder, Frederick Polydore fl  1767-1800; Nodder, Elizabeth R.; Nodder, Richard P.; Nodder, Richard Polydore fl  1790-1820; McMillan, Buchanan, fl  1801-1834; Leach, William Elford, 1790-1836",ENG,1789,1750_1799,monograph_or_book,general_or_unknown,animal;animals;zoology,Animals; Pictorial works; Zoology,v.1 [1789-1790],naturalistsmisc1shaw,https://www.biodiversitylibrary.org/item/281460,https://www.biodiversitylibrary.org/itemtext/281460,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,281945,169598,William Brewster correspondence. Senders Abbot-American,"Brewster, William, 1851-1919; Abbot, Charles Conrad.; Abbot, Henry W.; Adams, Charles Francis, 1835-1915; Adams, E. F.; Adams, William C; Academy of Natural Sciences of Philadelphia.; American Ornithologists' Union.",ENG,1900,1900_1909,monograph_or_book,general_or_unknown,ornithology,"Abbot, Henry W; Adams, E. F; 1851-1919; Abbot, Charles Conrad; Adams, William C; Adams, Charles F; Academy of Natural Sciences of Philadelphia; American Ornithologists' Union; Brewster, William,; Correspondence; Ornithology",Amer. Orn. Union,williambrewsteramerbrew,https://www.biodiversitylibrary.org/item/281945,https://www.biodiversitylibrary.org/itemtext/281945,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,281949,169622,William Brewster correspondence. Letters from Emery C. Greenwood,"Greenwood, Emery C.; Brewster, William, 1851-1919",ENG,1873,1870_1879,monograph_or_book,general_or_unknown,ornithology,"1851-1919; Brewster, William,; Correspondence; Greenwood, Emery C; Ornithology",,williambrewster00gree,https://www.biodiversitylibrary.org/item/281949,https://www.biodiversitylibrary.org/itemtext/281949,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,281961,169626,William Brewster correspondence. Letters from Joseph Grinnell,"Grinnell, Joseph, 1877-1939; Brewster, William, 1851-1919",ENG,1897,1890_1899,monograph_or_book,general_or_unknown,ornithology,"1877-1939; 1851-1919; Brewster, William,; Correspondence; Grinnell, Joseph,; Ornithology",,williambrewster00grin,https://www.biodiversitylibrary.org/item/281961,https://www.biodiversitylibrary.org/itemtext/281961,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,286056,173259,William Brewster correspondence. Senders Bradlee-Brewster,"Brewster, William, 1851-1919; Deane, Walter, 1848-1930; Bradlee, Thomas L.; Bradley, Leslie.; Braislin, William C. (William Coughlin), 1865-1948; Brasher, Reginald J.; Braun, Carl; Breninger, George F. (George Frank), 1865-1905; Brett, Walter.; Brewer, L. S., Miss.; Brewster, Edwin Tenney, 1866-1960; Brewster, Elizabeth W.; Brewster, John L.; Brewster, R. P., Mrs. John.; Brewster, W. T. (William Tenney), 1869-1961",ENG,1898,1890_1899,monograph_or_book,general_or_unknown,ornithology,"(William Coughlin),; 1848-1930; 1851-1919; (William Tenney),; 1866-1960; 1869-1961; 1865-1948; Brewster, Elizabeth W; Brett, Walter; Brewster, William,; Braun, Carl; Brewster, John L; Braislin, William C; Brewster, W. T; Bradlee, Thomas L; Brasher, Reginald J; Breninger, George Frank,; Brewer, L. S.,; Bradley, Leslie; Brewster, Edwin Tenney,; Brewster, R. P.,; Deane, Walter,; d. 1905; Correspondence; Miss; Ornithology; Mrs. John","Braislin, W.C.",williambrewsterbraibrew,https://www.biodiversitylibrary.org/item/286056,https://www.biodiversitylibrary.org/itemtext/286056,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,286062,173259,William Brewster correspondence. Senders Bradlee-Brewster,"Brewster, William, 1851-1919; Deane, Walter, 1848-1930; Bradlee, Thomas L.; Bradley, Leslie.; Braislin, William C. (William Coughlin), 1865-1948; Brasher, Reginald J.; Braun, Carl; Breninger, George F. (George Frank), 1865-1905; Brett, Walter.; Brewer, L. S., Miss.; Brewster, Edwin Tenney, 1866-1960; Brewster, Elizabeth W.; Brewster, John L.; Brewster, R. P., Mrs. John.; Brewster, W. T. (William Tenney), 1869-1961",ENG,1908,1900_1909,monograph_or_book,general_or_unknown,ornithology,"(William Coughlin),; 1848-1930; 1851-1919; (William Tenney),; 1866-1960; 1869-1961; 1865-1948; Brewster, Elizabeth W; Brett, Walter; Brewster, William,; Braun, Carl; Brewster, John L; Braislin, William C; Brewster, W. T; Bradlee, Thomas L; Brasher, Reginald J; Breninger, George Frank,; Brewer, L. S.,; Bradley, Leslie; Brewster, Edwin Tenney,; Brewster, R. P.,; Deane, Walter,; d. 1905; Correspondence; Miss; Ornithology; Mrs. John","Brasher, R.J.",williambrewsterbrasbrew,https://www.biodiversitylibrary.org/item/286062,https://www.biodiversitylibrary.org/itemtext/286062,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,286063,173259,William Brewster correspondence. Senders Bradlee-Brewster,"Brewster, William, 1851-1919; Deane, Walter, 1848-1930; Bradlee, Thomas L.; Bradley, Leslie.; Braislin, William C. (William Coughlin), 1865-1948; Brasher, Reginald J.; Braun, Carl; Breninger, George F. (George Frank), 1865-1905; Brett, Walter.; Brewer, L. S., Miss.; Brewster, Edwin Tenney, 1866-1960; Brewster, Elizabeth W.; Brewster, John L.; Brewster, R. P., Mrs. John.; Brewster, W. T. (William Tenney), 1869-1961",ENG,1866,1860_1869,monograph_or_book,general_or_unknown,ornithology,"(William Coughlin),; 1848-1930; 1851-1919; (William Tenney),; 1866-1960; 1869-1961; 1865-1948; Brewster, Elizabeth W; Brett, Walter; Brewster, William,; Braun, Carl; Brewster, John L; Braislin, William C; Brewster, W. T; Bradlee, Thomas L; Brasher, Reginald J; Breninger, George Frank,; Brewer, L. S.,; Bradley, Leslie; Brewster, Edwin Tenney,; Brewster, R. P.,; Deane, Walter,; d. 1905; Correspondence; Miss; Ornithology; Mrs. John","Brewer, L.S.",williambrewsterbrewbrew,https://www.biodiversitylibrary.org/item/286063,https://www.biodiversitylibrary.org/itemtext/286063,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,286075,173259,William Brewster correspondence. Senders Bradlee-Brewster,"Brewster, William, 1851-1919; Deane, Walter, 1848-1930; Bradlee, Thomas L.; Bradley, Leslie.; Braislin, William C. (William Coughlin), 1865-1948; Brasher, Reginald J.; Braun, Carl; Breninger, George F. (George Frank), 1865-1905; Brett, Walter.; Brewer, L. S., Miss.; Brewster, Edwin Tenney, 1866-1960; Brewster, Elizabeth W.; Brewster, John L.; Brewster, R. P., Mrs. John.; Brewster, W. T. (William Tenney), 1869-1961",ENG,1903,1900_1909,monograph_or_book,general_or_unknown,ornithology,"(William Coughlin),; 1848-1930; 1851-1919; (William Tenney),; 1866-1960; 1869-1961; 1865-1948; Brewster, Elizabeth W; Brett, Walter; Brewster, William,; Braun, Carl; Brewster, John L; Braislin, William C; Brewster, W. T; Bradlee, Thomas L; Brasher, Reginald J; Breninger, George Frank,; Brewer, L. S.,; Bradley, Leslie; Brewster, Edwin Tenney,; Brewster, R. P.,; Deane, Walter,; d. 1905; Correspondence; Miss; Ornithology; Mrs. John","Bradley, L.",williambrewsterbradbrewb,https://www.biodiversitylibrary.org/item/286075,https://www.biodiversitylibrary.org/itemtext/286075,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,286269,9241,Exotic microlepidoptera,"Meyrick, Edward, 1854-1938; Clarke, J. F. Gates (John Frederick Gates), 1905-1990",ENG,1923,1920_1929,monograph_or_book,taxonomy_systematics,classification,Classification; Insects; Lepidoptera; Microlepidoptera; Moths,v.3 (1923-1930),exoticmicrolepid3192meyr,https://www.biodiversitylibrary.org/item/286269,https://www.biodiversitylibrary.org/itemtext/286269,Public domain. The BHL considers that this work is no longer under copyright protection,,,
BHL,276340,79941,The Naturalist's Miscellany,"Shaw, George 1751-1813; Nodder, Frederick Polydore fl  1767-1800; Nodder, Elizabeth R.; Nodder, Richard P.; Nodder, Richard Polydore fl  1790-1820; McMillan, Buchanan, fl  1801-1834; Leach, William Elford, 1790-1836",ENG,1793,1750_1799,monograph_or_book,general_or_unknown,animal;animals;zoology,Animals; Pictorial works; Zoology,v.5 [1793-1794],naturalistsmisc5shaw,https://www.biodiversitylibrary.org/item/276340,https://www.biodiversitylibrary.org/itemtext/276340,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,276356,79941,The Naturalist's Miscellany,"Shaw, George 1751-1813; Nodder, Frederick Polydore fl  1767-1800; Nodder, Elizabeth R.; Nodder, Richard P.; Nodder, Richard Polydore fl  1790-1820; McMillan, Buchanan, fl  1801-1834; Leach, William Elford, 1790-1836",ENG,1795,1750_1799,monograph_or_book,general_or_unknown,animal;animals;zoology,Animals; Pictorial works; Zoology,v.7 [1795-1796],naturalistsmisc7shaw,https://www.biodiversitylibrary.org/item/276356,https://www.biodiversitylibrary.org/itemtext/276356,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,280815,169040,William Brewster correspondence. Letters from Spencer Fullerton Baird,"Baird, Spencer Fullerton, 1823-1887; Brewster, William, 1851-1919; Smithsonian Institution",ENG,1871,1870_1879,monograph_or_book,general_or_unknown,ornithology,"1851-1919; 1823-1887; Baird, Spencer Fullerton,; Brewster, William,; Correspondence; Ornithology; Smithsonian Institution",,williambrewster00bair,https://www.biodiversitylibrary.org/item/280815,https://www.biodiversitylibrary.org/itemtext/280815,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,282711,170270,Grape leaf record,United States. Bureau of Plant Industry.,ENG,1942,1940_1949,monograph_or_book,comparative_anatomy_morphology,anatomy,Anatomy; Composition; Manuscripts; Grapes; Leaves; Pictorial works; Rubbing; Varieties,v.2 (1942),CAT31344546002,https://www.biodiversitylibrary.org/item/282711,https://www.biodiversitylibrary.org/itemtext/282711,Public domain. The BHL considers that this work is no longer under copyright protection.,The contributing institution believes that this item is not in copyright.,,
BHL,281546,79941,The Naturalist's Miscellany,"Shaw, George 1751-1813; Nodder, Frederick Polydore fl  1767-1800; Nodder, Elizabeth R.; Nodder, Richard P.; Nodder, Richard Polydore fl  1790-1820; McMillan, Buchanan, fl  1801-1834; Leach, William Elford, 1790-1836",ENG,1801,1800_1829,monograph_or_book,general_or_unknown,animal;animals;zoology,Animals; Pictorial works; Zoology,v.13 [1801-1802],naturalistsmisc13shaw,https://www.biodiversitylibrary.org/item/281546,https://www.biodiversitylibrary.org/itemtext/281546,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,281942,79941,The Naturalist's Miscellany,"Shaw, George 1751-1813; Nodder, Frederick Polydore fl  1767-1800; Nodder, Elizabeth R.; Nodder, Richard P.; Nodder, Richard Polydore fl  1790-1820; McMillan, Buchanan, fl  1801-1834; Leach, William Elford, 1790-1836",ENG,1804,1800_1829,monograph_or_book,general_or_unknown,animal;animals;zoology,Animals; Pictorial works; Zoology,v.16 [1804-1805],naturalistsmisc16shaw,https://www.biodiversitylibrary.org/item/281942,https://www.biodiversitylibrary.org/itemtext/281942,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,281954,79941,The Naturalist's Miscellany,"Shaw, George 1751-1813; Nodder, Frederick Polydore fl  1767-1800; Nodder, Elizabeth R.; Nodder, Richard P.; Nodder, Richard Polydore fl  1790-1820; McMillan, Buchanan, fl  1801-1834; Leach, William Elford, 1790-1836",ENG,1805,1800_1829,monograph_or_book,general_or_unknown,animal;animals;zoology,Animals; Pictorial works; Zoology,v.17 [1805-1806],naturalistsmisc17shaw,https://www.biodiversitylibrary.org/item/281954,https://www.biodiversitylibrary.org/itemtext/281954,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,281955,169617,William Brewster correspondence. Senders Ames-Arnold,"Brewster, William, 1851-1919; Deane, Walter, 1848-1930; Ames, C. H.; Ames, J. H.; Andrews, Robert D.; Andros, F. W.; Antes, Frank T.; Armitage, William H.; Arnold, Edward; Amherst College.; Angell and Cash.; D. Appleton and Company.",ENG,1891,1890_1899,monograph_or_book,general_or_unknown,ornithology,"1848-1930; 1851-1919; Antes, Frank T; Ames, C. H; Andrews, Robert D; Ames, J. H; Amherst College; Armitage, William H; Andros, F. W; Angell and Cash; Arnold, Edward; Brewster, William,; D. Appleton and Company; Correspondence; Deane, Walter,; Ornithology","Ames, J.H.",williambrewsteramesbrewa,https://www.biodiversitylibrary.org/item/281955,https://www.biodiversitylibrary.org/itemtext/281955,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,281964,169617,William Brewster correspondence. Senders Ames-Arnold,"Brewster, William, 1851-1919; Deane, Walter, 1848-1930; Ames, C. H.; Ames, J. H.; Andrews, Robert D.; Andros, F. W.; Antes, Frank T.; Armitage, William H.; Arnold, Edward; Amherst College.; Angell and Cash.; D. Appleton and Company.",ENG,1900,1900_1909,monograph_or_book,general_or_unknown,ornithology,"1848-1930; 1851-1919; Antes, Frank T; Ames, C. H; Andrews, Robert D; Ames, J. H; Amherst College; Armitage, William H; Andros, F. W; Angell and Cash; Arnold, Edward; Brewster, William,; D. Appleton and Company; Correspondence; Deane, Walter,; Ornithology","Arnold, E.",williambrewsterarnobrew,https://www.biodiversitylibrary.org/item/281964,https://www.biodiversitylibrary.org/itemtext/281964,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,286082,173259,William Brewster correspondence. Senders Bradlee-Brewster,"Brewster, William, 1851-1919; Deane, Walter, 1848-1930; Bradlee, Thomas L.; Bradley, Leslie.; Braislin, William C. (William Coughlin), 1865-1948; Brasher, Reginald J.; Braun, Carl; Breninger, George F. (George Frank), 1865-1905; Brett, Walter.; Brewer, L. S., Miss.; Brewster, Edwin Tenney, 1866-1960; Brewster, Elizabeth W.; Brewster, John L.; Brewster, R. P., Mrs. John.; Brewster, W. T. (William Tenney), 1869-1961",ENG,1866,1860_1869,monograph_or_book,general_or_unknown,ornithology,"(William Coughlin),; 1848-1930; 1851-1919; (William Tenney),; 1866-1960; 1869-1961; 1865-1948; Brewster, Elizabeth W; Brett, Walter; Brewster, William,; Braun, Carl; Brewster, John L; Braislin, William C; Brewster, W. T; Bradlee, Thomas L; Brasher, Reginald J; Breninger, George Frank,; Brewer, L. S.,; Bradley, Leslie; Brewster, Edwin Tenney,; Brewster, R. P.,; Deane, Walter,; d. 1905; Correspondence; Miss; Ornithology; Mrs. John","Brewster, E.T.",williambrewsterbrewbrewa,https://www.biodiversitylibrary.org/item/286082,https://www.biodiversitylibrary.org/itemtext/286082,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,286090,173259,William Brewster correspondence. Senders Bradlee-Brewster,"Brewster, William, 1851-1919; Deane, Walter, 1848-1930; Bradlee, Thomas L.; Bradley, Leslie.; Braislin, William C. (William Coughlin), 1865-1948; Brasher, Reginald J.; Braun, Carl; Breninger, George F. (George Frank), 1865-1905; Brett, Walter.; Brewer, L. S., Miss.; Brewster, Edwin Tenney, 1866-1960; Brewster, Elizabeth W.; Brewster, John L.; Brewster, R. P., Mrs. John.; Brewster, W. T. (William Tenney), 1869-1961",ENG,1866,1860_1869,monograph_or_book,general_or_unknown,ornithology,"(William Coughlin),; 1848-1930; 1851-1919; (William Tenney),; 1866-1960; 1869-1961; 1865-1948; Brewster, Elizabeth W; Brett, Walter; Brewster, William,; Braun, Carl; Brewster, John L; Braislin, William C; Brewster, W. T; Bradlee, Thomas L; Brasher, Reginald J; Breninger, George Frank,; Brewer, L. S.,; Bradley, Leslie; Brewster, Edwin Tenney,; Brewster, R. P.,; Deane, Walter,; d. 1905; Correspondence; Miss; Ornithology; Mrs. John","Brewster, R.P.",williambrewsterbrewbrewd,https://www.biodiversitylibrary.org/item/286090,https://www.biodiversitylibrary.org/itemtext/286090,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,286092,173270,William Brewster correspondence. Letters from John Snowdon Howland,"Howland, John Snowdon,1885; Brewster, William, 1851-1919",ENG,1877,1870_1879,monograph_or_book,general_or_unknown,ornithology,"1851-1919; Brewster, William,; Correspondence; d. 1885; Howland, John Snowdon,; Ornithology",,williambrewster00howl,https://www.biodiversitylibrary.org/item/286092,https://www.biodiversitylibrary.org/itemtext/286092,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,281080,169189,William Brewster correspondence. Letters from Frank Bolles,"Bolles, Frank, 1856-1894; Brewster, William, 1851-1919",ENG,1889,1880_1889,monograph_or_book,general_or_unknown,ornithology,"1851-1919; 1856-1894; Bolles, Frank,; Brewster, William,; Correspondence; Ornithology",,williambrewster00boll,https://www.biodiversitylibrary.org/item/281080,https://www.biodiversitylibrary.org/itemtext/281080,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,276433,166220,"A short history of Insects ... designed as an introduction to the study of that branch of Natural History, and as a pocket companion to those who visit the Leverian Museum","Leverian Museum (London, England); Fenn, Lady.; Lever, Ashton, Sir, 1729-1788; Leverian Museum (London, England)",ENG,1797,1750_1799,textbook_manual,natural_history_ecology_behavior,entomology;natural history,Entomology; Insecta; Identification,,shorthistoryofin00leve,https://www.biodiversitylibrary.org/item/276433,https://www.biodiversitylibrary.org/itemtext/276433,Public domain. The BHL considers that this work is no longer under copyright protection,,,
BHL,280806,169037,William Brewster correspondence. Letters and bird list from Francis H. Allen,"Allen, Francis H. (Francis Henry), 1866-1953; Brewster, William, 1851-1919; Deane, Walter, 1848-1930",ENG,1888,1880_1889,monograph_or_book,general_or_unknown,ornithology,"1848-1930; (Francis Henry),; 1851-1919; 1866-1953; Allen, Francis H; Brewster, William,; Birds; Deane, Walter,; Correspondence; New Hampshire; Ornithology",,williambrewster00allea,https://www.biodiversitylibrary.org/item/280806,https://www.biodiversitylibrary.org/itemtext/280806,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,280836,169049,William Brewster correspondence. Letters from William C. Avery,"Avery, William Cushman, 1831-1894; Brewster, William, 1851-1919",ENG,1890,1890_1899,monograph_or_book,general_or_unknown,ornithology,"1851-1919; Avery, William C; Brewster, William,; Correspondence; Ornithology",,williambrewster00aver,https://www.biodiversitylibrary.org/item/280836,https://www.biodiversitylibrary.org/itemtext/280836,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,271314,162200,"A descriptive catalogue of farm seeds, vegetable seeds, flower seeds and tree seeds, and farm & garden implements : with comprehensive lists of animal medicines, fertilisers and insecticides, and including a catalogue of the latest books for the farmer and the gardener","C. Starke & Co. Ltd.; Ayres, Charles.; Ayres' Nurseries.; Henry G. Gilbert Nursery and Seed Trade Catalog Collection.",ENG,1934,1930_1939,catalogue_list,taxonomy_systematics,animal,Cape Town; Catalogs; Equipment and supplies; Gardening; Seed industry and trade; Seeds; South Africa,1934,CAT31344045,https://www.biodiversitylibrary.org/item/271314,https://www.biodiversitylibrary.org/itemtext/271314,Public domain. The BHL considers that this work is no longer under copyright protection.,The contributing institution believes that this item is not in copyright,,
BHL,283284,170825,"Wild duck, fish, game, foods now ready for fall planting",Terrell's Aquatic Farm; Henry G. Gilbert Nursery and Seed Trade Catalog Collection.,ENG,1938,1930_1939,monograph_or_book,general_or_unknown,animal;animals,Aquatic animals; Aquatic plants; Feeding and feeds; Nursery stock; Prices; Oshkosh; Seeds; Wisconsin,1938,CAT31352222,https://www.biodiversitylibrary.org/item/283284,https://www.biodiversitylibrary.org/itemtext/283284,Public domain. The BHL considers that this work is no longer under copyright protection.,The contributing institution believes that this item is not in copyright,,
BHL,284966,172394,Natural foods attract wild ducks : (also improve the fishing),Wisconsin Aquatic Nurseries.; Henry G. Gilbert Nursery and Seed Trade Catalog Collection.,ENG,1939,1930_1939,monograph_or_book,taxonomy_systematics,animal;animals,Aquatic animals; Aquatic plants; Catalogs; Feeding and feeds; Gardening to attract wildlife; Oshkosh; Nursery stock; Wisconsin,1939,CAT31356591,https://www.biodiversitylibrary.org/item/284966,https://www.biodiversitylibrary.org/itemtext/284966,Public domain. The BHL considers that this work is no longer under copyright protection.,The contributing institution believes that this item is not in copyright,,
BHL,285144,172558,"Caterpillars, butterflies, & moths : an account of their habits, manners, and transformations","Kirby, Mary, 1817-1893; Kirby, Elizabeth, 1823-1873; Bolingbroke, Emily.",ENG,1861,1860_1869,monograph_or_book,natural_history_ecology_behavior,biology,behaviour; Biology; Butterflies; Caterpillars; Lepidoptera; Moths,,caterpillarsbutt00kirb,https://www.biodiversitylibrary.org/item/285144,https://www.biodiversitylibrary.org/itemtext/285144,Public domain. The BHL considers that this work is no longer under copyright protection,,,
